Year,Month,Day,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,States,Proxy Information,Firewall Logs,IPS Alerts,Log Source,Source IP Address,Destination IP Address
2023,February,10,45518,58065,UDP,501,Control,HTTP,IoC Detected,27.85,Unknown,Malware,Known Pattern B,Blocked,Medium,Damini Krishna,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.50.5 (KHTML, like Gecko) Version/5.1 Safari/535.50.5",Segment A,Assam,Unknown,Unknown,Alert Data,Server,50.33.110.229,18.72.254.142
2023,January,17,22986,57682,TCP,357,Data,DNS,Unknown,68.13,Unknown,Intrusion,Known Pattern A,Blocked,Low,Anya Chada,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1),Segment A,Jharkhand,Unknown,Unknown,Alert Data,Server,121.204.90.218,69.232.205.137
2022,January,6,22342,28144,ICMP,1451,Data,DNS,Unknown,37.33,Unknown,Malware,Known Pattern A,Blocked,Medium,Sahil Sehgal,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6; rv:1.9.2.20) Gecko/2495-12-18 21:48:25 Firefox/3.8,Segment A,Goa,Unknown,Log Data,Alert Data,Firewall,107.98.88.52,124.105.175.32
2021,June,2,16363,2646,ICMP,885,Control,DNS,IoC Detected,2.7,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Prerak Sha,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8 rv:5.0; wae-CH) AppleWebKit/534.25.4 (KHTML, like Gecko) Version/5.0 Safari/534.25.4",Segment B,Bihar,Unknown,Unknown,Alert Data,Firewall,7.63.179.77,116.49.66.230
2022,September,4,65427,48477,TCP,343,Control,HTTP,IoC Detected,86.72,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Neysa Dalal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/35.0.820.0 Safari/535.1",Segment A,Jharkhand,166.182.178.148,Log Data,Alert Data,Firewall,92.229.206.4,151.6.62.184
2023,August,30,48766,42395,UDP,247,Data,FTP,Unknown,48.68,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Charvi Sani,Mozilla/5.0 (Android 6.0.1; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,Segment B,Arunachal Pradesh,Unknown,Unknown,Alert Data,Server,190.147.87.102,91.102.45.110
2021,November,13,63431,27892,UDP,1247,Data,HTTP,IoC Detected,52.2,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Mishti Guha,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),Segment C,West Bengal,166.116.220.189,Unknown,Alert Data,Firewall,164.200.64.61,13.25.84.191
2022,January,28,20065,45029,UDP,1182,Control,DNS,IoC Detected,67.86,Unknown,DDoS,Known Pattern B,Ignored,High,Emir Majumdar,Mozilla/5.0 (Android 4.1.2; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Segment C,Karnataka,39.97.78.100,Log Data,Alert Data,Server,45.162.164.141,168.108.70.159
2020,December,2,65146,54239,TCP,240,Data,DNS,IoC Detected,37.5,Unknown,Malware,Known Pattern B,Logged,High,Neelofar Bawa,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3; rv:1.9.6.20) Gecko/6356-12-09 10:36:21 Firefox/3.6.11,Segment A,Arunachal Pradesh,186.162.220.200,Unknown,Unknown,Firewall,62.58.233.204,32.208.73.38
2021,March,8,50289,3876,UDP,669,Data,FTP,Unknown,18.41,Unknown,DDoS,Known Pattern A,Logged,Low,Ahana  Konda,Opera/9.46.(Windows 95; ckb-IQ) Presto/2.9.184 Version/12.00,Segment C,Kerala,Unknown,Unknown,Alert Data,Server,5.234.42.220,119.107.63.185
2022,July,9,28215,40721,TCP,84,Data,HTTP,IoC Detected,67.02,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Saira Ahluwalia,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.27.6 (KHTML, like Gecko) Version/5.0.1 Safari/535.27.6",Segment B,Nagaland,154.30.58.40,Log Data,Unknown,Server,189.255.80.223,59.7.168.96
2020,July,18,43793,32624,UDP,772,Data,HTTP,Unknown,66.09,Alert Triggered,DDoS,Known Pattern B,Logged,High,Raghav Rajan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bs-BA) AppleWebKit/535.14.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.14.7",Segment B,Maharashtra,214.129.37.255,Unknown,Alert Data,Firewall,203.110.250.242,123.176.155.35
2023,July,28,28570,27609,TCP,418,Data,HTTP,Unknown,49.15,Unknown,Malware,Known Pattern A,Blocked,Low,Inaaya  Babu,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1),Segment C,Arunachal Pradesh,140.19.124.179,Unknown,Unknown,Server,213.228.163.246,213.43.229.218
2021,November,30,40956,35481,ICMP,1178,Data,HTTP,IoC Detected,97.06,Unknown,Malware,Known Pattern B,Blocked,Medium,Hazel Bali,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5 rv:3.0; ml-IN) AppleWebKit/531.29.3 (KHTML, like Gecko) Version/5.0 Safari/531.29.3",Segment B,Jharkhand,52.213.103.225,Log Data,Unknown,Firewall,209.90.172.42,150.52.212.67
2022,August,30,55283,51764,TCP,742,Control,HTTP,IoC Detected,67.75,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Manikya Kanda,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),Segment A,Tamil Nadu,Unknown,Log Data,Alert Data,Server,28.184.7.30,132.152.147.255
2021,September,15,6225,21810,ICMP,280,Control,FTP,IoC Detected,4.09,Unknown,Malware,Known Pattern A,Logged,Low,Purab Rao,Mozilla/5.0 (Windows NT 5.0; lt-LT; rv:1.9.0.20) Gecko/5778-03-02 12:17:25 Firefox/3.6.9,Segment C,Sikkim,108.92.73.240,Unknown,Alert Data,Firewall,102.134.149.63,90.74.182.197
2020,May,20,6631,63646,TCP,480,Control,HTTP,Unknown,63.03,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Saksham Ramaswamy,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; wae-CH) AppleWebKit/535.31.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.31.7",Segment A,Goa,Unknown,Log Data,Alert Data,Firewall,23.29.189.70,203.24.131.198
2022,May,28,19310,58600,TCP,1010,Control,HTTP,IoC Detected,40.96,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Tushar Choudhury,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/20.0.851.0 Safari/533.1",Segment C,Maharashtra,8.80.171.106,Unknown,Unknown,Firewall,44.117.66.11,163.17.187.130
2020,June,28,45334,47797,TCP,117,Control,HTTP,IoC Detected,68.99,Unknown,DDoS,Known Pattern B,Logged,High,Divit Gade,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0 rv:2.0; crh-UA) AppleWebKit/535.11.1 (KHTML, like Gecko) Version/5.1 Safari/535.11.1",Segment B,Rajasthan,77.45.142.83,Log Data,Alert Data,Firewall,68.185.37.140,216.225.199.22
2022,December,3,10922,62448,ICMP,555,Control,DNS,IoC Detected,77.74,Unknown,Intrusion,Known Pattern A,Logged,High,Jhanvi Rastogi,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/16.0.858.0 Safari/532.2",Segment A,Mizoram,Unknown,Unknown,Alert Data,Server,91.222.73.119,65.64.216.190
2021,May,12,50577,53507,ICMP,380,Control,DNS,IoC Detected,51.1,Alert Triggered,Malware,Known Pattern A,Ignored,High,Oorja Rattan,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment A,Telangana,Unknown,Unknown,Alert Data,Firewall,130.78.81.254,22.65.166.238
2022,July,16,27287,6779,UDP,331,Control,HTTP,IoC Detected,52.11,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Aaina Lal,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9; rv:1.9.5.20) Gecko/4145-10-28 22:02:15 Firefox/3.8,Segment A,Maharashtra,Unknown,Log Data,Unknown,Firewall,60.184.91.55,144.113.64.108
2023,March,5,16565,38780,ICMP,792,Control,DNS,Unknown,97.84,Unknown,Malware,Known Pattern A,Ignored,Low,Jiya Mangal,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/26.0.829.0 Safari/535.1",Segment B,Andhra Pradesh,164.149.49.124,Log Data,Unknown,Server,143.192.42.70,41.126.166.166
2022,November,5,19614,63334,ICMP,526,Data,FTP,IoC Detected,41.41,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Ranbir Barman,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/21.0.894.0 Mobile/40D360 Safari/534.1",Segment B,Arunachal Pradesh,205.236.138.241,Unknown,Unknown,Firewall,21.176.178.202,43.111.42.120
2020,September,7,36498,14737,TCP,1317,Control,FTP,IoC Detected,5.93,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Azad Uppal,Mozilla/5.0 (Android 4.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,Segment A,Odisha,Unknown,Log Data,Unknown,Firewall,109.80.159.107,47.165.160.198
2023,June,20,64249,12364,ICMP,1007,Data,DNS,Unknown,43.39,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Azad Kata,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),Segment C,Goa,60.158.57.209,Unknown,Alert Data,Server,71.13.116.208,66.210.70.190
2022,October,21,25452,42853,TCP,1434,Data,HTTP,Unknown,1.49,Unknown,Malware,Known Pattern B,Blocked,Medium,Rhea Acharya,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ar-DZ) AppleWebKit/531.15.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.15.4",Segment A,Uttarakhand,Unknown,Log Data,Unknown,Firewall,40.70.51.91,123.37.184.44
2020,April,16,37140,29009,TCP,436,Data,DNS,IoC Detected,83.14,Unknown,Malware,Known Pattern B,Logged,Medium,Tanya Guha,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),Segment C,Himachal Pradesh,Unknown,Unknown,Unknown,Firewall,69.247.33.227,37.254.5.105
2020,September,27,27667,33107,UDP,96,Control,FTP,IoC Detected,19.83,Alert Triggered,Malware,Known Pattern A,Ignored,High,Anika Venkataraman,Mozilla/5.0 (Windows NT 10.0; kw-GB; rv:1.9.2.20) Gecko/3393-09-03 10:49:34 Firefox/11.0,Segment A,Tripura,Unknown,Log Data,Alert Data,Firewall,73.178.31.78,15.70.156.7
2021,January,26,52857,42788,ICMP,239,Control,HTTP,IoC Detected,61.88,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Emir Issac,Mozilla/5.0 (Windows CE; lg-UG; rv:1.9.0.20) Gecko/6137-04-12 02:46:46 Firefox/3.8,Segment C,Maharashtra,Unknown,Unknown,Alert Data,Server,67.77.226.153,173.200.182.152
2023,September,24,23709,25643,UDP,622,Control,FTP,Unknown,77.24,Unknown,DDoS,Known Pattern A,Blocked,High,Shayak Bandi,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),Segment B,Odisha,114.97.27.65,Unknown,Alert Data,Server,169.175.152.39,158.61.169.151
2021,March,27,6441,19884,ICMP,1313,Control,HTTP,IoC Detected,37.32,Unknown,DDoS,Known Pattern A,Logged,Low,Yasmin Venkataraman,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/15.0.840.0 Safari/536.2",Segment C,Bihar,63.69.8.242,Log Data,Unknown,Firewall,155.188.120.104,45.221.192.186
2021,January,17,24944,5212,TCP,585,Data,DNS,Unknown,10.55,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Onkar Basu,Opera/8.10.(X11; Linux i686; pt-PT) Presto/2.9.161 Version/12.00,Segment A,Bihar,48.59.38.143,Unknown,Unknown,Firewall,64.110.138.36,53.226.132.40
2022,October,2,22285,41700,TCP,399,Control,DNS,IoC Detected,56.2,Unknown,Intrusion,Known Pattern B,Ignored,High,Uthkarsh Koshy,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment B,Andhra Pradesh,Unknown,Unknown,Alert Data,Server,152.199.138.79,64.61.43.212
2021,August,30,27023,9000,TCP,666,Data,HTTP,Unknown,37.41,Unknown,Malware,Known Pattern B,Logged,Medium,Nakul Amble,Opera/9.39.(Windows NT 6.2; niu-NZ) Presto/2.9.179 Version/12.00,Segment C,Andhra Pradesh,Unknown,Log Data,Alert Data,Server,166.24.213.247,44.110.50.3
2021,January,24,18878,31930,UDP,1403,Data,FTP,IoC Detected,72.39,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Nehmat Bhatnagar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ca-ES) AppleWebKit/534.16.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.16.2",Segment C,Chhattisgarh,96.38.139.232,Log Data,Alert Data,Firewall,215.41.250.136,28.0.112.92
2023,September,27,45549,31567,TCP,1384,Data,FTP,Unknown,98.81,Unknown,Malware,Known Pattern A,Logged,Medium,Neysa Savant,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/43.0.853.0 Safari/533.0",Segment A,Mizoram,Unknown,Unknown,Unknown,Server,202.124.73.37,197.163.98.13
2020,October,31,47808,44974,TCP,956,Data,HTTP,Unknown,32.51,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Siya Dhingra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ss-ZA) AppleWebKit/535.17.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.17.5",Segment A,Chhattisgarh,Unknown,Unknown,Unknown,Server,197.227.8.152,11.208.230.214
2021,March,18,63720,37955,TCP,557,Data,FTP,IoC Detected,14.17,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Madhav Bhagat,Mozilla/5.0 (Android 4.2.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,Segment A,Tamil Nadu,Unknown,Log Data,Unknown,Server,56.229.93.153,68.174.116.19
2022,September,10,27943,6542,TCP,873,Control,FTP,Unknown,25.84,Unknown,Intrusion,Known Pattern A,Ignored,High,Jiya Salvi,Mozilla/5.0 (Android 4.4; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0,Segment A,Telangana,Unknown,Log Data,Alert Data,Server,135.200.214.120,39.23.37.217
2022,June,5,42303,10003,TCP,884,Data,FTP,IoC Detected,48.07,Alert Triggered,Malware,Known Pattern A,Logged,High,Advik Bahl,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ig-NG) AppleWebKit/535.47.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.47.4",Segment A,Bihar,22.176.217.127,Unknown,Alert Data,Firewall,112.150.214.230,33.96.162.105
2020,September,23,50149,24938,ICMP,637,Data,HTTP,Unknown,7.47,Unknown,DDoS,Known Pattern B,Logged,Medium,Nakul Swaminathan,"Mozilla/5.0 (Linux; Android 4.4.4) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/32.0.894.0 Safari/533.0",Segment A,Goa,Unknown,Unknown,Unknown,Firewall,51.35.180.183,92.47.179.206
2022,March,2,10331,8255,UDP,1280,Control,HTTP,Unknown,4.68,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Suhana Khare,Opera/9.90.(X11; Linux x86_64; hy-AM) Presto/2.9.183 Version/11.00,Segment C,Karnataka,Unknown,Log Data,Alert Data,Server,169.80.251.134,121.109.32.195
2023,July,11,45522,41391,TCP,207,Data,HTTP,Unknown,15.39,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Tara Bhattacharyya,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.6.20) Gecko/6932-04-27 07:47:05 Firefox/3.6.2,Segment C,Karnataka,Unknown,Unknown,Unknown,Server,78.132.179.185,216.251.45.30
2022,August,9,53822,12684,TCP,1361,Control,DNS,Unknown,44.7,Unknown,DDoS,Known Pattern B,Logged,High,Samar Batta,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/44.0.881.0 Safari/535.2",Segment B,Odisha,Unknown,Unknown,Alert Data,Server,171.5.105.0,91.219.212.37
2020,May,19,65471,51917,UDP,1339,Data,DNS,IoC Detected,15.92,Alert Triggered,Malware,Known Pattern B,Logged,Low,Tara Kalla,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.26.1 (KHTML, like Gecko) Version/5.1 Safari/533.26.1",Segment B,Arunachal Pradesh,Unknown,Log Data,Alert Data,Firewall,51.73.131.195,213.195.228.30
2021,July,14,55691,32862,TCP,1135,Data,HTTP,IoC Detected,76.17,Unknown,DDoS,Known Pattern A,Ignored,Low,Tarini Barman,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),Segment A,Manipur,7.44.152.80,Log Data,Unknown,Server,200.59.152.47,210.92.100.233
2023,March,1,56056,20665,TCP,168,Control,HTTP,Unknown,27.35,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Umang Rastogi,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),Segment C,Gujarat,115.14.183.140,Log Data,Alert Data,Firewall,214.252.210.220,106.140.113.113
2022,June,20,50066,7099,TCP,163,Control,FTP,IoC Detected,54.18,Unknown,DDoS,Known Pattern A,Logged,Low,Aayush Sandhu,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/12.0n5293.0 Mobile/65F757 Safari/536.2",Segment C,West Bengal,156.127.77.240,Unknown,Unknown,Server,54.252.20.228,166.196.145.142
2020,October,8,14728,36330,TCP,443,Control,FTP,Unknown,54.8,Unknown,Malware,Known Pattern B,Blocked,High,Dishani Jha,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/14.0.859.0 Safari/531.0",Segment C,Manipur,Unknown,Log Data,Alert Data,Server,34.63.249.88,171.33.14.203
2020,June,15,35364,41954,UDP,1165,Data,FTP,IoC Detected,87.66,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Hazel Jayaraman,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/10.8c6899.0 Mobile/67D379 Safari/532.0",Segment B,Maharashtra,Unknown,Log Data,Unknown,Server,183.20.9.173,82.107.94.67
2021,June,1,57527,60577,ICMP,138,Data,HTTP,Unknown,37.25,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Aarav Sharaf,Opera/9.99.(X11; Linux x86_64; pl-PL) Presto/2.9.179 Version/11.00,Segment C,Himachal Pradesh,Unknown,Log Data,Alert Data,Firewall,111.192.157.72,46.216.76.151
2022,April,22,15898,24795,TCP,1058,Control,DNS,Unknown,70.31,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Shayak Zacharia,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Segment B,Haryana,55.182.150.20,Unknown,Alert Data,Server,70.169.154.128,136.34.154.241
2023,May,23,45782,10205,ICMP,152,Control,FTP,Unknown,32.94,Unknown,Malware,Known Pattern A,Ignored,Medium,Mahika Loyal,Mozilla/5.0 (Windows NT 5.01; aa-ER; rv:1.9.2.20) Gecko/7064-08-12 13:17:06 Firefox/12.0,Segment A,Jharkhand,Unknown,Unknown,Alert Data,Firewall,30.189.196.156,141.195.86.157
2022,March,29,24779,56938,TCP,840,Control,FTP,Unknown,81.12,Unknown,Malware,Known Pattern A,Logged,High,Kiara Srinivas,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),Segment B,Rajasthan,Unknown,Log Data,Alert Data,Firewall,197.147.233.101,100.251.212.252
2022,October,15,23013,38680,UDP,643,Control,FTP,IoC Detected,46.93,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Eshani Doctor,Opera/9.92.(X11; Linux x86_64; bn-BD) Presto/2.9.169 Version/12.00,Segment A,Manipur,Unknown,Log Data,Alert Data,Server,191.111.65.35,28.171.245.218
2023,March,25,53165,19562,ICMP,525,Data,DNS,Unknown,54.17,Alert Triggered,Malware,Known Pattern A,Logged,High,Aarav Srinivasan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),Segment A,Chhattisgarh,Unknown,Log Data,Alert Data,Firewall,71.196.50.222,108.73.151.98
2020,January,12,12337,38581,UDP,1333,Control,DNS,Unknown,68.25,Unknown,DDoS,Known Pattern A,Blocked,Medium,Anaya Gopal,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),Segment B,Rajasthan,Unknown,Log Data,Alert Data,Server,85.215.197.162,32.139.58.152
2023,June,5,24166,3846,TCP,1163,Control,HTTP,IoC Detected,6.33,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Hunar Handa,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/43.0.837.0 Safari/536.1",Segment B,Arunachal Pradesh,Unknown,Unknown,Unknown,Firewall,105.79.216.46,14.55.53.164
2021,April,21,17348,34280,TCP,777,Control,DNS,Unknown,57.82,Unknown,Malware,Known Pattern A,Ignored,Low,Inaaya  Walia,Mozilla/5.0 (Windows CE; gl-ES; rv:1.9.2.20) Gecko/9733-08-05 03:44:40 Firefox/7.0,Segment B,Uttar Pradesh,Unknown,Log Data,Alert Data,Server,125.160.250.47,118.33.242.119
2020,October,17,58647,18189,TCP,1497,Data,HTTP,IoC Detected,24.1,Unknown,DDoS,Known Pattern B,Logged,High,Saksham Sura,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lg-UG) AppleWebKit/531.48.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.48.6",Segment A,Manipur,Unknown,Log Data,Unknown,Firewall,170.112.167.104,190.73.187.16
2020,August,15,7177,45350,UDP,370,Data,DNS,IoC Detected,22.54,Alert Triggered,Malware,Known Pattern B,Logged,High,Zeeshan Date,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/55.0.845.0 Mobile/91C532 Safari/533.0",Segment C,Chhattisgarh,Unknown,Unknown,Alert Data,Firewall,158.22.138.18,94.38.89.33
2023,August,13,49538,18778,TCP,1242,Data,FTP,Unknown,80.05,Unknown,Malware,Known Pattern A,Ignored,High,Amani Bera,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/11.9f3941.0 Mobile/46D473 Safari/534.1",Segment C,Rajasthan,Unknown,Log Data,Unknown,Firewall,48.161.193.88,32.103.205.13
2022,March,1,16784,18109,ICMP,929,Control,FTP,Unknown,60.02,Unknown,Intrusion,Known Pattern A,Logged,Medium,Anika Tata,Opera/9.31.(X11; Linux x86_64; pl-PL) Presto/2.9.187 Version/10.00,Segment C,Assam,198.187.18.216,Unknown,Unknown,Server,91.102.253.155,49.142.35.63
2021,August,31,26660,25544,TCP,773,Data,HTTP,IoC Detected,59.38,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Farhan Saxena,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),Segment B,Arunachal Pradesh,Unknown,Unknown,Unknown,Firewall,150.172.33.20,162.232.7.210
2022,August,24,15713,33621,ICMP,811,Control,DNS,IoC Detected,6.09,Unknown,Intrusion,Known Pattern A,Logged,High,Devansh Dube,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/18.0.887.0 Safari/534.1",Segment C,Manipur,Unknown,Unknown,Unknown,Firewall,111.102.240.194,41.20.141.155
2020,August,14,47713,38167,TCP,281,Data,DNS,IoC Detected,80.24,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Sumer Bava,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_2 rv:2.0; yo-NG) AppleWebKit/532.45.4 (KHTML, like Gecko) Version/5.0.3 Safari/532.45.4",Segment C,Himachal Pradesh,Unknown,Unknown,Unknown,Firewall,7.2.153.135,135.141.134.116
2022,May,17,51760,63437,TCP,1466,Data,DNS,Unknown,18.06,Alert Triggered,Malware,Known Pattern A,Logged,Low,Alia Mangat,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),Segment B,Tamil Nadu,Unknown,Log Data,Alert Data,Firewall,50.214.157.82,105.197.254.61
2023,July,1,40253,40128,UDP,575,Control,HTTP,Unknown,68.11,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Aradhya Anne,Opera/8.46.(Windows NT 6.0; szl-PL) Presto/2.9.186 Version/10.00,Segment B,Uttar Pradesh,Unknown,Log Data,Alert Data,Server,19.225.71.182,104.221.77.194
2023,September,17,57384,20165,UDP,524,Control,HTTP,Unknown,27.82,Unknown,Intrusion,Known Pattern A,Logged,Medium,Tejas Ratti,Opera/9.37.(Windows NT 5.2; pa-PK) Presto/2.9.176 Version/10.00,Segment A,Arunachal Pradesh,Unknown,Unknown,Unknown,Firewall,168.239.215.184,87.173.146.202
2021,December,6,11295,27676,ICMP,740,Control,DNS,IoC Detected,88.75,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Drishya Chhabra,Opera/8.90.(Windows NT 10.0; lb-LU) Presto/2.9.162 Version/10.00,Segment C,Tamil Nadu,Unknown,Log Data,Alert Data,Server,200.94.53.39,181.40.246.42
2021,October,19,5483,48569,TCP,1410,Control,FTP,Unknown,68.98,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Biju Khatri,Opera/8.70.(X11; Linux x86_64; hr-HR) Presto/2.9.162 Version/10.00,Segment B,Telangana,93.131.23.189,Unknown,Alert Data,Firewall,94.31.40.31,87.151.15.90
2021,July,25,37388,26356,TCP,913,Control,DNS,IoC Detected,18.02,Unknown,DDoS,Known Pattern B,Ignored,Medium,Vanya Bath,Opera/8.12.(X11; Linux i686; sd-IN) Presto/2.9.167 Version/12.00,Segment B,Mizoram,Unknown,Unknown,Unknown,Server,134.95.41.175,167.120.164.139
2022,January,24,16562,44508,ICMP,1195,Data,DNS,IoC Detected,95.43,Unknown,DDoS,Known Pattern A,Logged,High,Misha Reddy,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.3.20) Gecko/6121-12-31 03:23:08 Firefox/7.0,Segment B,Rajasthan,Unknown,Log Data,Unknown,Firewall,189.31.102.194,56.182.111.227
