Student_ID,Name,Age,Gender,Grade_Level,Math_Score,English_Score,Science_Score,History_Score,Attendance_Rate,Participation_Rate,Parental_Involvement,Study_Hours_Per_Week,Extracurricular_Activities,Scholarship_Status,Household_Income,School_Funding_Level,Technology_Access,Test_Anxiety_Level,Future_Plans
S0651,Student_651,18,Male,Sophomore,69,50,99,64,79.22,70.12,Low,17,Sports,No,82156,Low,Yes,Medium,Job
S0652,Student_652,25,Male,Junior,98,75,86,76,95.45,64.06,Medium,29,Sports,No,49915,High,Yes,Low,Gap Year
S0653,Student_653,25,Male,Senior,83,57,90,51,76.87,67.41,Medium,6,None,Yes,47403,High,Yes,Medium,College
S0654,Student_654,21,Male,Freshman,88,62,61,63,76.12,99.4,Low,32,Arts,No,56196,Medium,No,High,Job
S0655,Student_655,23,Male,Freshman,62,67,60,52,99.04,69.21,Medium,39,Sports,Yes,25776,High,Yes,High,College
S0656,Student_656,20,Non-Binary,Senior,64,78,72,64,93.38,72.42,Medium,33,None,No,27430,Medium,No,Low,Job
S0657,Student_657,18,Female,Junior,47,47,42,55,82.11,82.81,Low,11,Sports,Yes,66456,Medium,No,Medium,Gap Year
S0658,Student_658,22,Male,Junior,58,62,56,84,81.1,73.06,High,10,Clubs,Yes,52145,Low,No,Medium,Job
S0659,Student_659,24,Female,Junior,58,53,71,84,95.63,71.04,Low,7,Arts,Yes,56013,Low,Yes,High,Gap Year
S0660,Student_660,20,Male,Junior,53,50,45,49,87.23,89.37,Low,13,Clubs,Yes,84710,High,Yes,Low,Undecided
S0661,Student_661,15,Male,Senior,84,44,89,77,90.86,96.44,Low,39,None,Yes,59678,High,No,High,Undecided
S0662,Student_662,15,Non-Binary,Sophomore,74,59,100,43,93.92,73.39,Medium,35,None,No,29677,High,Yes,High,Job
S0663,Student_663,19,Female,Freshman,81,92,69,96,88.61,75.62,High,19,Sports,Yes,42953,Medium,Yes,Low,Gap Year
S0664,Student_664,16,Male,Freshman,83,52,95,86,82.07,98.67,High,9,Arts,Yes,75076,High,Yes,High,Undecided
S0665,Student_665,21,Non-Binary,Junior,57,48,45,74,85.65,96.17,Low,29,None,Yes,56711,Low,Yes,High,College
S0666,Student_666,21,Female,Junior,71,62,75,95,85.17,95.81,Medium,40,Sports,No,26059,High,No,High,College
S0667,Student_667,20,Female,Junior,53,100,69,40,93.11,98.32,High,21,Sports,No,84308,Medium,No,Low,Gap Year
S0668,Student_668,18,Female,Senior,54,76,82,65,89.86,74.27,Medium,30,Clubs,No,40529,Low,No,Low,College
S0669,Student_669,23,Non-Binary,Freshman,58,95,93,77,88.17,93.12,Low,32,None,Yes,85162,Low,No,Medium,College
S0670,Student_670,24,Non-Binary,Junior,68,61,61,61,96.62,60.07,Medium,9,Clubs,No,52282,Medium,Yes,High,College
S0671,Student_671,20,Female,Senior,86,67,63,91,89.07,62.7,High,12,None,No,24489,Low,Yes,High,Undecided
S0672,Student_672,24,Non-Binary,Junior,61,98,77,99,85.62,63.66,Medium,32,Sports,No,89599,Medium,No,Medium,Gap Year
S0673,Student_673,19,Male,Senior,65,47,49,54,78.23,72.6,Medium,39,Sports,Yes,53617,Medium,Yes,Medium,Gap Year
S0674,Student_674,25,Female,Freshman,48,82,94,62,99.21,94.69,High,8,Sports,Yes,55022,Low,Yes,Medium,Undecided
S0675,Student_675,17,Female,Junior,58,60,43,46,75.19,61.02,Low,22,Sports,Yes,99159,Low,No,High,College
S0676,Student_676,16,Male,Senior,83,84,76,59,80.96,60.41,Low,25,Sports,No,82101,Medium,No,Medium,Gap Year
S0677,Student_677,16,Female,Freshman,91,98,83,90,85.44,89.34,High,15,Sports,Yes,93658,High,No,Medium,Undecided
S0678,Student_678,25,Male,Junior,94,88,99,96,90.0,77.74,Low,24,Clubs,No,42225,Medium,Yes,Low,Undecided
S0679,Student_679,22,Male,Freshman,96,98,86,97,82.14,69.47,High,22,Sports,No,51073,High,No,High,College
S0680,Student_680,23,Non-Binary,Senior,43,93,46,98,79.73,83.98,Low,37,Sports,Yes,98493,Medium,No,Low,College
S0681,Student_681,22,Female,Junior,61,90,61,80,84.11,67.29,Low,28,Clubs,Yes,35530,Low,No,Low,College
S0682,Student_682,22,Female,Junior,45,61,78,64,94.0,94.56,Medium,13,None,No,42472,Medium,No,Medium,Gap Year
S0683,Student_683,24,Male,Sophomore,88,83,47,91,97.86,75.47,Low,29,None,No,32337,Medium,No,High,Gap Year
S0684,Student_684,24,Female,Freshman,72,64,47,52,82.88,67.66,Low,28,None,Yes,44644,Low,No,Medium,Job
S0685,Student_685,19,Non-Binary,Senior,59,44,53,60,95.33,90.69,Medium,36,Sports,No,60922,Medium,No,Medium,Gap Year
S0686,Student_686,21,Male,Senior,77,68,47,57,95.78,77.46,Low,8,Arts,Yes,65406,Medium,No,Low,Job
S0687,Student_687,19,Female,Freshman,70,90,84,56,91.59,63.2,Medium,8,None,Yes,42674,High,Yes,Medium,Job
S0688,Student_688,17,Male,Junior,76,82,71,68,79.9,71.22,High,22,Sports,No,77100,High,Yes,Low,Undecided
S0689,Student_689,24,Non-Binary,Junior,99,99,71,59,95.33,82.13,High,30,Arts,No,50019,High,No,Low,Gap Year
S0690,Student_690,23,Male,Freshman,50,78,68,65,88.17,91.79,Low,7,Clubs,No,99115,Medium,Yes,Low,Gap Year
S0691,Student_691,22,Male,Freshman,53,86,91,84,98.87,99.81,Medium,25,None,No,76288,Medium,No,Low,Job
S0692,Student_692,18,Male,Sophomore,93,98,41,97,93.43,89.1,Medium,26,Arts,Yes,21698,Low,Yes,Low,Undecided
S0693,Student_693,15,Male,Senior,53,96,54,61,79.25,96.42,High,39,None,No,70362,Low,No,High,Job
S0694,Student_694,22,Non-Binary,Senior,72,64,88,44,87.26,67.47,High,29,Clubs,Yes,57135,High,No,High,College
S0695,Student_695,19,Non-Binary,Senior,99,92,97,99,97.62,71.41,Medium,22,Sports,No,58165,High,Yes,High,Job
S0696,Student_696,16,Female,Freshman,96,85,60,96,98.65,72.65,Medium,6,Clubs,No,82752,Medium,Yes,Low,College
S0697,Student_697,21,Non-Binary,Sophomore,100,65,99,70,86.19,89.69,Low,14,Clubs,No,86577,Low,Yes,Medium,Gap Year
S0698,Student_698,17,Male,Freshman,79,96,55,57,86.45,92.11,Medium,30,None,Yes,67279,Low,No,Low,Gap Year
S0699,Student_699,23,Non-Binary,Junior,94,95,72,87,88.67,61.01,High,19,None,No,67182,Low,Yes,Low,Gap Year
S0700,Student_700,23,Non-Binary,Freshman,48,75,95,90,78.81,61.27,High,17,Sports,No,31769,High,No,High,Gap Year
S0701,Student_701,21,Non-Binary,Junior,98,63,76,53,78.98,89.12,Low,12,None,Yes,30350,High,Yes,Medium,Gap Year
S0702,Student_702,24,Female,Sophomore,71,60,43,50,80.01,94.57,Low,30,Clubs,No,66410,Medium,Yes,Medium,College
S0703,Student_703,19,Male,Senior,65,59,48,55,86.2,80.88,Low,5,Sports,No,88213,High,No,High,Undecided
S0704,Student_704,23,Male,Junior,65,72,59,70,91.02,86.43,Low,24,Clubs,No,66571,High,No,Medium,Job
S0705,Student_705,22,Non-Binary,Freshman,54,50,86,58,77.87,65.55,High,35,Clubs,Yes,58776,Medium,Yes,High,Gap Year
S0706,Student_706,22,Non-Binary,Junior,62,43,66,51,94.78,64.91,Medium,21,Clubs,No,71449,Low,No,Low,Undecided
S0707,Student_707,16,Male,Sophomore,99,51,64,84,80.9,88.08,Medium,18,Sports,No,76876,Medium,Yes,Medium,Gap Year
S0708,Student_708,17,Female,Sophomore,84,54,43,55,87.57,73.1,High,22,None,Yes,39259,High,Yes,Low,Gap Year
S0709,Student_709,24,Non-Binary,Sophomore,71,65,54,83,91.61,98.83,High,39,None,Yes,36008,High,Yes,High,College
S0710,Student_710,24,Female,Sophomore,60,89,79,59,95.09,60.38,High,11,Arts,Yes,41532,High,Yes,High,Job
S0711,Student_711,19,Female,Junior,53,57,78,87,79.28,93.24,Low,20,Arts,Yes,87196,High,Yes,Low,Job
S0712,Student_712,17,Male,Junior,92,51,44,58,77.17,67.38,Low,18,Arts,No,68566,Low,No,Medium,Job
S0713,Student_713,21,Female,Sophomore,73,68,85,47,80.72,70.8,High,13,Clubs,No,77082,Medium,Yes,High,Job
S0714,Student_714,18,Male,Senior,41,88,84,79,89.16,89.77,High,10,None,No,30757,High,Yes,Low,Gap Year
S0715,Student_715,15,Non-Binary,Sophomore,45,85,64,99,96.05,73.13,Low,31,None,Yes,51636,Low,Yes,Low,Job
S0716,Student_716,20,Non-Binary,Freshman,42,84,85,93,86.61,76.23,Low,24,None,Yes,93008,Medium,Yes,Low,College
S0717,Student_717,23,Male,Sophomore,45,94,41,69,77.76,85.9,High,13,Clubs,Yes,81428,Medium,Yes,Low,Job
S0718,Student_718,25,Non-Binary,Sophomore,70,60,85,97,94.38,64.75,Low,26,Arts,No,35115,High,Yes,High,Gap Year
S0719,Student_719,22,Male,Sophomore,41,91,61,90,75.34,98.36,High,31,Arts,No,49753,Low,Yes,High,Gap Year
S0720,Student_720,23,Male,Freshman,58,92,91,96,95.49,79.66,Medium,28,Clubs,No,40381,Medium,No,High,College
S0721,Student_721,18,Non-Binary,Sophomore,77,64,47,53,79.52,60.56,Medium,20,None,No,45899,Medium,Yes,Medium,Job
S0722,Student_722,20,Female,Sophomore,96,94,92,48,75.94,64.26,Low,19,None,No,55678,Low,No,Medium,Undecided
S0723,Student_723,21,Male,Freshman,71,81,51,70,91.45,85.7,Low,8,Sports,No,46472,Medium,No,Medium,College
S0724,Student_724,15,Non-Binary,Senior,55,63,93,66,99.42,94.91,Medium,31,Clubs,No,50500,High,No,Medium,Job
S0725,Student_725,23,Female,Senior,41,49,69,93,85.2,80.36,Low,8,Sports,Yes,57537,Medium,Yes,Low,Job
S0726,Student_726,19,Male,Sophomore,77,67,81,89,96.83,82.71,High,28,Sports,Yes,76026,High,Yes,Medium,College
S0727,Student_727,23,Male,Sophomore,89,89,93,63,84.8,95.39,Medium,29,Sports,Yes,75557,High,No,High,Undecided
S0728,Student_728,23,Male,Junior,90,99,87,92,85.53,61.29,Low,8,None,No,81663,Medium,No,High,Job
S0729,Student_729,20,Female,Senior,47,56,86,59,91.39,65.08,Low,20,Clubs,No,52276,Low,No,Medium,College
S0730,Student_730,18,Male,Junior,93,51,81,73,89.44,66.66,Low,10,Arts,No,65823,Medium,No,Low,College
S0731,Student_731,18,Female,Sophomore,85,50,91,48,98.42,71.83,Low,20,Sports,Yes,71214,Medium,No,Medium,College
S0732,Student_732,15,Non-Binary,Senior,74,79,64,57,95.97,82.64,High,14,Sports,No,48439,Low,Yes,High,Undecided
S0733,Student_733,19,Male,Freshman,95,55,83,100,76.87,74.58,Medium,38,Sports,Yes,89086,High,No,Low,Job
S0734,Student_734,19,Non-Binary,Sophomore,77,75,59,87,85.95,79.28,Medium,22,Clubs,No,50360,High,No,High,Gap Year
S0735,Student_735,19,Male,Sophomore,58,46,56,90,98.48,72.65,Low,21,Clubs,No,57977,Low,No,Low,Undecided
S0736,Student_736,22,Non-Binary,Sophomore,82,88,66,68,95.02,86.22,Low,17,None,Yes,81873,High,Yes,Low,Undecided
S0737,Student_737,24,Male,Senior,74,91,42,85,82.93,81.92,Medium,29,Sports,No,82338,Low,No,Medium,Undecided
S0738,Student_738,21,Male,Junior,60,54,47,40,93.74,62.29,Low,7,None,Yes,39978,Medium,No,High,College
S0739,Student_739,25,Male,Sophomore,68,54,52,83,78.79,72.24,High,8,Sports,No,52081,High,Yes,Medium,Job
S0740,Student_740,19,Non-Binary,Sophomore,100,44,54,67,83.09,79.08,High,16,Clubs,No,96260,Medium,No,Low,Gap Year
S0741,Student_741,21,Male,Freshman,53,43,81,68,86.6,69.78,Low,28,Sports,Yes,51866,Medium,Yes,Medium,Gap Year
S0742,Student_742,16,Non-Binary,Junior,76,94,89,63,96.83,86.11,Medium,31,Clubs,No,65342,Medium,No,High,Job
S0743,Student_743,21,Non-Binary,Senior,55,67,54,52,96.18,63.39,High,38,None,No,90495,Medium,No,High,Gap Year
S0744,Student_744,19,Female,Sophomore,69,48,100,65,93.12,71.59,High,12,Sports,No,67686,Medium,No,High,Undecided
S0745,Student_745,21,Male,Freshman,97,47,95,71,82.67,68.71,Low,12,Sports,No,81105,High,No,High,Job
S0746,Student_746,19,Male,Freshman,43,58,99,58,94.8,70.5,Medium,26,Sports,Yes,34605,Low,No,Low,College
S0747,Student_747,15,Male,Junior,50,73,59,94,93.89,75.83,Medium,35,None,No,98093,Medium,Yes,Low,Job
S0748,Student_748,24,Female,Sophomore,83,46,91,41,77.85,84.25,Low,16,None,No,26682,Medium,No,Low,Undecided
S0749,Student_749,24,Female,Freshman,56,53,75,79,83.45,71.73,Medium,34,Arts,Yes,27907,Low,Yes,Low,College
S0750,Student_750,23,Female,Junior,86,75,46,40,77.07,95.18,High,11,Sports,No,59043,Medium,Yes,Medium,Undecided
S0751,Student_751,17,Non-Binary,Senior,73,93,46,53,78.45,83.61,High,17,Arts,No,41536,High,No,High,Undecided
S0752,Student_752,18,Non-Binary,Freshman,67,54,70,90,76.78,80.82,Medium,5,None,No,62713,Medium,Yes,High,Gap Year
S0753,Student_753,20,Female,Sophomore,55,78,89,63,89.2,71.48,Low,31,Arts,Yes,81907,Low,No,Medium,Job
S0754,Student_754,19,Female,Junior,60,40,54,55,84.6,70.45,High,21,Arts,No,42081,Medium,Yes,Low,Job
S0755,Student_755,20,Female,Junior,91,71,49,88,93.43,98.7,Low,32,Arts,No,22384,Medium,Yes,High,Gap Year
S0756,Student_756,17,Female,Freshman,55,46,66,49,88.67,86.28,High,37,Sports,Yes,58039,Medium,Yes,Low,Job
S0757,Student_757,23,Female,Senior,96,100,68,48,85.73,86.52,Medium,15,Arts,No,68459,Low,Yes,Low,Undecided
S0758,Student_758,25,Female,Senior,85,62,46,57,76.87,63.12,Low,6,Clubs,No,51161,Medium,Yes,High,Gap Year
S0759,Student_759,18,Male,Junior,78,63,68,81,96.81,93.56,Low,30,Arts,No,36686,High,Yes,Low,Job
S0760,Student_760,23,Female,Senior,60,56,57,48,96.91,83.35,High,10,None,Yes,42971,High,No,Low,Undecided
S0761,Student_761,23,Non-Binary,Junior,96,58,98,86,93.26,62.57,High,7,Sports,No,96568,Medium,Yes,High,Job
S0762,Student_762,17,Female,Junior,74,50,64,90,76.48,95.08,Low,11,None,Yes,81925,High,No,High,College
S0763,Student_763,24,Female,Junior,42,76,43,87,88.03,61.34,Low,30,None,Yes,84699,High,No,Low,Undecided
S0764,Student_764,22,Female,Senior,56,96,41,98,90.49,61.46,Low,21,Arts,Yes,20839,Medium,No,Medium,Gap Year
S0765,Student_765,16,Female,Sophomore,93,66,81,45,78.9,88.54,Low,25,Sports,No,65344,Low,Yes,High,Job
S0766,Student_766,24,Non-Binary,Senior,87,66,89,92,78.07,82.13,Medium,24,Clubs,No,28196,Medium,Yes,Low,College
S0767,Student_767,20,Female,Junior,50,41,74,71,85.48,97.89,Medium,31,Arts,Yes,95624,Medium,Yes,Medium,Job
S0768,Student_768,23,Female,Junior,67,98,86,48,93.12,85.15,Medium,16,Arts,No,78299,Low,No,Low,College
S0769,Student_769,21,Non-Binary,Freshman,63,70,76,45,92.92,98.95,Low,14,None,No,72384,High,No,High,Undecided
S0770,Student_770,21,Female,Senior,92,70,65,97,95.23,84.17,Low,21,Arts,No,21312,High,No,Medium,Gap Year
S0771,Student_771,25,Non-Binary,Freshman,62,64,47,54,80.75,70.53,Medium,23,Clubs,No,25649,Medium,No,Medium,Gap Year
S0772,Student_772,20,Female,Sophomore,50,70,92,84,93.1,98.24,Medium,34,Arts,Yes,87519,High,No,Medium,College
S0773,Student_773,18,Non-Binary,Freshman,46,49,49,46,93.44,60.19,Low,7,None,Yes,29629,Medium,No,Low,College
S0774,Student_774,23,Female,Sophomore,86,40,88,84,86.6,62.8,Medium,19,None,Yes,20928,High,Yes,High,College
S0775,Student_775,23,Female,Junior,88,74,95,54,90.02,77.81,High,8,Sports,No,69300,High,Yes,Medium,Undecided
S0776,Student_776,17,Non-Binary,Senior,58,45,60,58,91.54,97.51,Low,21,Sports,No,70175,Low,Yes,Medium,Undecided
S0777,Student_777,15,Non-Binary,Sophomore,94,51,49,47,93.2,82.64,Low,14,Clubs,Yes,57848,Medium,No,Low,College
S0778,Student_778,23,Female,Senior,42,69,58,59,96.08,78.34,High,38,Arts,Yes,92242,Low,Yes,Medium,College
S0779,Student_779,20,Female,Sophomore,92,60,82,54,79.03,92.08,High,29,Sports,Yes,79570,High,Yes,High,College
S0780,Student_780,16,Non-Binary,Junior,54,99,95,54,97.45,69.06,Medium,5,None,No,60864,High,No,Low,College
S0781,Student_781,16,Female,Sophomore,90,91,61,56,86.69,87.55,Medium,31,Arts,Yes,83182,High,Yes,Medium,College
S0782,Student_782,18,Female,Senior,45,100,95,44,76.98,88.58,Low,6,Clubs,Yes,73402,High,Yes,Medium,College
S0783,Student_783,15,Female,Freshman,95,66,83,94,92.22,86.76,Low,13,Sports,No,78165,Medium,No,High,College
S0784,Student_784,16,Female,Sophomore,75,84,72,98,87.01,99.36,Medium,13,Sports,No,26343,High,Yes,High,College
S0785,Student_785,22,Male,Senior,98,49,61,76,82.48,79.04,Medium,20,Clubs,Yes,99799,Medium,Yes,High,Job
S0786,Student_786,20,Female,Freshman,62,84,73,54,77.43,79.81,Low,34,None,No,89801,Low,Yes,Medium,Undecided
S0787,Student_787,22,Non-Binary,Sophomore,67,98,96,88,87.71,90.22,High,27,Sports,No,59505,Medium,Yes,Medium,Job
S0788,Student_788,25,Non-Binary,Senior,96,98,41,92,99.68,95.03,High,22,None,No,49766,High,No,High,Gap Year
S0789,Student_789,25,Non-Binary,Freshman,44,72,44,64,77.9,75.82,High,19,Clubs,No,51076,High,Yes,Low,Job
S0790,Student_790,21,Female,Freshman,63,61,67,80,85.14,91.45,Low,13,Arts,Yes,94326,Medium,Yes,High,Job
S0791,Student_791,25,Non-Binary,Freshman,96,69,98,99,82.92,87.15,Medium,5,Clubs,Yes,87860,High,Yes,Medium,Gap Year
S0792,Student_792,19,Non-Binary,Freshman,98,44,52,100,97.92,76.86,Medium,35,Clubs,Yes,42101,Medium,Yes,High,Gap Year
S0793,Student_793,19,Male,Senior,55,87,61,53,89.4,60.36,High,32,None,Yes,87688,Medium,No,Medium,College
S0794,Student_794,21,Male,Sophomore,91,74,62,74,77.18,65.63,High,29,None,No,95739,Low,No,Medium,College
S0795,Student_795,20,Female,Junior,78,96,98,82,84.43,88.81,High,18,Arts,No,39290,Medium,Yes,High,Undecided
S0796,Student_796,20,Female,Senior,93,74,57,54,81.0,62.31,High,26,Clubs,No,45305,Medium,No,High,Undecided
S0797,Student_797,20,Female,Junior,41,84,72,69,99.46,86.34,High,8,Clubs,Yes,60028,Medium,No,High,Undecided
S0798,Student_798,23,Non-Binary,Junior,50,73,62,45,98.1,80.67,Low,25,Clubs,No,80857,High,Yes,High,Undecided
S0799,Student_799,21,Male,Senior,61,58,45,75,85.58,79.98,Low,27,Clubs,Yes,55817,High,Yes,Medium,Undecided
S0800,Student_800,17,Male,Freshman,81,80,69,88,78.59,67.75,High,39,Clubs,No,88958,Medium,No,Medium,Gap Year
S0801,Student_801,15,Female,Junior,67,47,73,74,95.51,64.4,Low,9,Arts,No,25196,High,No,High,Job
S0802,Student_802,17,Male,Freshman,52,83,45,63,80.14,88.31,High,13,None,No,84656,Medium,No,Medium,Undecided
S0803,Student_803,19,Non-Binary,Senior,44,84,70,40,77.15,85.75,High,36,None,Yes,81926,High,No,High,Undecided
S0804,Student_804,25,Male,Senior,42,55,88,69,78.76,76.71,High,30,Sports,Yes,84400,Medium,Yes,Low,Undecided
S0805,Student_805,25,Non-Binary,Sophomore,100,91,85,67,87.59,81.64,Medium,25,Arts,No,86384,High,Yes,High,College
S0806,Student_806,23,Female,Freshman,42,56,61,72,78.07,72.78,Low,37,None,No,31148,High,Yes,High,Job
S0807,Student_807,19,Male,Sophomore,95,42,59,80,78.54,98.81,Medium,13,None,No,94391,Low,No,Low,Undecided
S0808,Student_808,22,Female,Senior,82,63,57,92,86.41,86.28,High,8,None,No,23158,High,Yes,High,Gap Year
S0809,Student_809,21,Male,Senior,46,66,89,79,78.47,80.16,High,40,None,No,41514,Low,Yes,Medium,College
S0810,Student_810,17,Male,Freshman,87,94,81,64,77.27,78.33,High,30,None,No,24806,High,Yes,Medium,Undecided
S0811,Student_811,18,Non-Binary,Junior,87,65,55,63,79.18,85.29,High,27,Arts,No,67339,High,Yes,High,Gap Year
S0812,Student_812,21,Female,Sophomore,60,56,44,64,94.74,65.68,Low,5,Sports,No,34579,High,No,Low,Gap Year
S0813,Student_813,15,Male,Freshman,53,44,45,76,89.28,95.29,High,10,Sports,Yes,46781,Medium,Yes,Low,Job
S0814,Student_814,18,Female,Freshman,75,51,66,89,89.75,68.77,Low,36,None,No,47228,High,No,Low,Job
S0815,Student_815,18,Female,Freshman,76,72,68,64,82.22,82.25,Low,21,Arts,No,52346,Medium,No,High,Gap Year
S0816,Student_816,18,Male,Junior,92,93,98,66,91.07,86.75,Low,40,Sports,Yes,58547,Low,Yes,Low,Gap Year
S0817,Student_817,18,Female,Freshman,68,87,76,53,76.29,73.34,High,20,None,Yes,77128,Low,Yes,Medium,College
S0818,Student_818,18,Male,Junior,56,79,93,44,98.04,99.3,Medium,8,Sports,Yes,50390,Medium,No,Medium,Job
S0819,Student_819,16,Female,Freshman,79,69,64,98,77.69,81.09,High,35,Sports,No,71647,Low,No,Low,College
S0820,Student_820,24,Female,Senior,61,65,41,44,94.51,87.33,High,21,Sports,No,75770,Medium,No,Low,Job
S0821,Student_821,25,Male,Sophomore,45,64,48,80,92.44,69.46,High,21,Sports,Yes,49209,Low,Yes,High,Gap Year
S0822,Student_822,20,Male,Junior,69,50,59,53,99.57,75.62,High,8,Arts,No,92282,High,Yes,Medium,College
S0823,Student_823,15,Female,Junior,71,89,86,53,75.35,86.8,Low,21,Arts,No,61085,Low,Yes,Low,College
S0824,Student_824,20,Non-Binary,Freshman,78,62,88,97,99.05,73.08,Low,28,Arts,No,26926,High,No,Medium,Undecided
S0825,Student_825,16,Non-Binary,Freshman,77,100,44,56,84.15,70.81,Low,21,Arts,No,45884,Medium,No,Low,College
S0826,Student_826,15,Male,Junior,88,51,85,58,83.83,69.58,Medium,22,Clubs,Yes,37280,High,Yes,Low,College
S0827,Student_827,17,Non-Binary,Sophomore,53,81,41,56,96.08,65.83,High,8,Clubs,Yes,70789,High,No,Low,Gap Year
S0828,Student_828,16,Non-Binary,Freshman,56,60,80,59,80.98,99.99,Low,25,None,No,50675,Medium,No,Medium,Gap Year
S0829,Student_829,16,Female,Freshman,51,79,60,53,98.78,61.49,Low,35,Arts,Yes,45810,High,Yes,Low,Gap Year
S0830,Student_830,23,Male,Sophomore,77,82,47,89,76.09,86.8,High,11,Clubs,No,56901,High,No,Medium,College
S0831,Student_831,24,Female,Senior,89,68,76,56,83.5,71.06,Low,40,Arts,Yes,52124,High,Yes,High,Undecided
S0832,Student_832,15,Non-Binary,Sophomore,89,84,100,91,99.28,79.28,Low,17,Clubs,No,36938,High,No,High,College
S0833,Student_833,21,Non-Binary,Senior,100,75,43,73,88.41,67.61,High,23,Clubs,No,65256,Low,No,High,College
S0834,Student_834,22,Male,Sophomore,57,73,42,85,89.01,66.48,Low,16,Arts,Yes,61484,High,No,Medium,Gap Year
S0835,Student_835,19,Female,Senior,52,52,82,84,78.18,62.14,High,20,Sports,Yes,38781,Medium,Yes,High,Job
S0836,Student_836,23,Non-Binary,Senior,58,94,76,91,94.92,97.57,Low,26,None,No,44124,High,No,High,College
S0837,Student_837,22,Male,Freshman,48,40,93,50,86.38,91.71,Low,25,Sports,No,87245,High,No,Low,Job
S0838,Student_838,20,Male,Freshman,61,93,56,55,91.66,89.56,High,40,Clubs,Yes,39197,Medium,No,High,College
S0839,Student_839,19,Non-Binary,Senior,43,53,91,49,93.47,76.94,High,21,Arts,Yes,60698,Low,No,High,Undecided
S0840,Student_840,19,Non-Binary,Freshman,60,55,89,82,76.82,75.41,High,34,Clubs,Yes,60184,Low,Yes,Low,Gap Year
S0841,Student_841,24,Male,Junior,94,40,53,86,79.29,93.48,Medium,35,Sports,Yes,35295,Low,Yes,Low,Undecided
S0842,Student_842,21,Female,Sophomore,85,91,76,50,79.86,67.52,High,30,Clubs,No,42723,Medium,Yes,High,College
S0843,Student_843,22,Male,Junior,43,73,45,54,86.11,69.85,Medium,7,Sports,No,71560,High,Yes,Medium,College
S0844,Student_844,24,Male,Sophomore,75,73,61,61,90.34,74.11,Low,31,Arts,No,35036,High,No,High,Undecided
S0845,Student_845,24,Female,Sophomore,70,80,92,81,94.61,91.08,High,21,Clubs,No,73571,High,Yes,Medium,Job
S0846,Student_846,21,Male,Sophomore,63,44,46,88,81.58,99.93,Low,35,Sports,Yes,77355,High,No,Low,College
S0847,Student_847,22,Female,Sophomore,77,93,74,50,96.75,60.19,Low,5,Sports,No,37510,High,No,Medium,Job
S0848,Student_848,15,Non-Binary,Freshman,57,65,40,98,88.37,81.9,High,33,Clubs,No,31510,Medium,No,Medium,College
S0849,Student_849,20,Female,Junior,76,85,70,99,91.01,68.62,Medium,30,Arts,Yes,38899,Medium,Yes,Medium,College
S0850,Student_850,18,Male,Sophomore,82,42,55,81,86.75,74.23,Medium,37,Arts,Yes,70561,Low,Yes,High,College
S0851,Student_851,25,Non-Binary,Freshman,56,86,50,53,93.57,73.07,Low,26,Sports,Yes,42898,Low,Yes,Medium,Gap Year
S0852,Student_852,15,Male,Senior,61,71,46,48,87.21,82.63,Low,30,Arts,Yes,30370,Medium,Yes,Medium,Gap Year
S0853,Student_853,18,Male,Freshman,56,40,100,57,96.49,61.24,High,15,Arts,No,39192,High,Yes,Low,Gap Year
S0854,Student_854,19,Male,Sophomore,49,48,84,93,97.74,70.88,High,33,Arts,Yes,84146,Medium,No,High,College
S0855,Student_855,18,Non-Binary,Senior,92,40,50,44,87.55,72.25,Low,30,Sports,No,27383,Low,No,Low,Undecided
S0856,Student_856,25,Female,Junior,62,49,45,63,77.34,84.66,Low,29,Clubs,Yes,93167,Low,No,Medium,Job
S0857,Student_857,17,Female,Junior,71,55,58,82,90.21,61.14,High,13,Clubs,No,40184,Low,Yes,Medium,Job
S0858,Student_858,22,Non-Binary,Freshman,47,95,49,79,92.64,64.17,Medium,16,Arts,No,71772,High,No,Low,Undecided
S0859,Student_859,23,Male,Freshman,40,45,78,95,95.86,84.85,High,32,Clubs,No,69064,High,Yes,Medium,Gap Year
S0860,Student_860,17,Non-Binary,Freshman,48,58,72,95,92.45,71.75,High,32,None,No,66704,Low,Yes,Low,Undecided
S0861,Student_861,18,Male,Sophomore,68,93,75,75,83.98,96.18,Low,33,Arts,Yes,77183,Medium,Yes,Medium,Gap Year
S0862,Student_862,25,Non-Binary,Freshman,68,70,79,40,93.5,84.63,Medium,32,Clubs,No,41304,Medium,Yes,High,College
S0863,Student_863,24,Male,Freshman,78,49,89,71,80.26,98.11,Medium,5,Clubs,Yes,60232,Low,No,Medium,Undecided
S0864,Student_864,19,Non-Binary,Senior,84,46,64,78,83.58,95.93,Low,10,None,No,29273,Low,No,Medium,Undecided
S0865,Student_865,17,Female,Freshman,66,80,45,56,86.03,86.25,Medium,20,Clubs,Yes,21169,Low,Yes,High,Gap Year
S0866,Student_866,16,Male,Freshman,59,71,84,90,82.42,97.64,Medium,20,Clubs,No,63825,Medium,No,High,Undecided
S0867,Student_867,15,Non-Binary,Sophomore,82,73,78,99,98.14,80.24,Medium,22,Sports,Yes,92364,Low,Yes,High,Job
S0868,Student_868,24,Non-Binary,Senior,85,93,90,86,94.75,92.53,Medium,39,Sports,No,84300,Medium,No,Medium,College
